Caller id,Caller company,Receiver id,Receiver company,Timestamp,Duration s.
60910,Kompanija1,42370,Kompanija2,2020-12-31 20:46,138
82767,Kompanija1,62453,Kompanija1,2020-12-31 20:46,40
63254,Kompanija1,82946,Kompanija1,2020-12-31 20:46,7
68760,Kompanija1,82226,Kompanija1,2020-12-31 20:46,2312
74172,Kompanija1,64113,Kompanija1,2020-12-31 20:46,412
60605,Kompanija1,86294,Kompanija1,2020-12-31 20:46,0
73640,Kompanija1,73054,Kompanija1,2020-12-31 20:46,34
73931,Kompanija1,96037,Kompanija1,2020-12-31 20:46,37
82076,Kompanija1,77023,Kompanija1,2020-12-31 20:46,29
71726,Kompanija1,79706,Kompanija1,2020-12-31 20:46,659
71726,Kompanija1,45832,Kompanija1,2020-12-31 20:46,2987
82391,Kompanija1,64511,Kompanija1,2020-12-31 20:46,150
66839,Kompanija1,100599,Kompanija1,2020-12-31 20:46,1654
88773,Kompanija1,82282,Kompanija1,2020-12-31 20:46,467
75258,Kompanija1,73312,Kompanija1,2020-12-31 20:46,756
78892,Kompanija1,83059,Kompanija1,2020-12-31 20:46,16
97549,Kompanija1,59629,Kompanija2,2020-12-31 20:46,0
97083,Kompanija1,67349,Kompanija1,2020-12-31 20:46,0
100504,Kompanija1,59589,Kompanija1,2020-12-31 20:46,32
95008,Kompanija1,84031,Kompanija1,2020-12-31 20:46,658
96131,Kompanija1,436021,1866,2020-12-31 20:46,311
79722,Kompanija1,95530,Kompanija1,2020-12-31 20:46,568
79076,Kompanija1,44142,Kompanija2,2020-12-31 20:46,121
79076,Kompanija1,25864,Kompanija2,2020-12-31 20:46,444
40295,Kompanija2,535172,3548,2020-12-31 20:47,8
40295,Kompanija2,69589,Kompanija1,2020-12-31 20:47,1783
42154,Kompanija2,71181,Kompanija1,2020-12-31 20:47,215
36832,Kompanija2,48324,Kompanija2,2020-12-31 20:47,634
44142,Kompanija2,52745,Kompanija1,2020-12-31 20:47,1198
46654,Kompanija2,42534,Kompanija1,2020-12-31 20:47,215
46654,Kompanija2,56217,Kompanija1,2020-12-31 20:47,1799
38346,Kompanija2,89420,Kompanija1,2020-12-31 20:47,21
57266,Kompanija2,49594,Kompanija2,2020-12-31 20:47,92
46379,Kompanija2,50978,Kompanija1,2020-12-31 20:47,142
58729,Kompanija2,52747,Kompanija1,2020-12-31 20:47,223
34005,Kompanija2,56945,Kompanija2,2020-12-31 20:47,2137
33532,Kompanija2,71035,Kompanija1,2020-12-31 20:47,499
33532,Kompanija2,73974,Kompanija1,2020-12-31 20:47,36
43207,Kompanija2,34369,Kompanija2,2020-12-31 20:47,811
63719,Kompanija2,39908,Kompanija2,2020-12-31 20:47,98
53895,Kompanija2,86234,Kompanija1,2020-12-31 20:47,143
52731,Kompanija2,81175,Kompanija1,2020-12-31 20:47,517
57798,Kompanija2,36625,Kompanija2,2020-12-31 20:47,176
42215,Kompanija1,82076,Kompanija1,2020-12-31 20:47,199
64011,Kompanija1,55874,Kompanija1,2020-12-31 20:47,38
67211,Kompanija1,56236,Kompanija1,2020-12-31 20:47,116
63489,Kompanija1,79706,Kompanija1,2020-12-31 20:47,1196
41910,Kompanija1,70438,Kompanija1,2020-12-31 20:47,430
61422,Kompanija1,52100,Kompanija2,2020-12-31 20:47,269
48068,Kompanija1,47888,Kompanija3,2020-12-31 20:47,72
48797,Kompanija1,52048,Kompanija2,2020-12-31 20:47,764
44138,Kompanija1,82946,Kompanija1,2020-12-31 20:47,153
65352,Kompanija1,69176,Kompanija1,2020-12-31 20:47,289
51559,Kompanija1,83095,Kompanija1,2020-12-31 20:47,919
64113,Kompanija1,34661,Kompanija2,2020-12-31 20:47,4391
69808,Kompanija1,52292,Kompanija2,2020-12-31 20:47,775
69176,Kompanija1,35486,Kompanija2,2020-12-31 20:47,54
66733,Kompanija1,26457,Kompanija2,2020-12-31 20:47,6127
82767,Kompanija1,38018,Kompanija2,2020-12-31 20:47,135
82767,Kompanija1,38018,Kompanija2,2020-12-31 20:47,2988
63254,Kompanija1,55451,Kompanija1,2020-12-31 20:47,389
72805,Kompanija1,91843,Kompanija1,2020-12-31 20:47,97
60928,Kompanija1,58043,Kompanija1,2020-12-31 20:47,996
74777,Kompanija1,94172,Kompanija1,2020-12-31 20:47,10
84188,Kompanija1,82056,Kompanija1,2020-12-31 20:47,1204
87152,Kompanija1,83411,Kompanija1,2020-12-31 20:47,54
77862,Kompanija1,44105,Kompanija2,2020-12-31 20:47,1
81641,Kompanija1,29527,Kompanija2,2020-12-31 20:47,2476
86697,Kompanija1,36302,Kompanija2,2020-12-31 20:47,31
72034,Kompanija1,65361,Kompanija2,2020-12-31 20:47,206
92343,Kompanija1,73494,Kompanija1,2020-12-31 20:47,18
85021,Kompanija1,36832,Kompanija2,2020-12-31 20:47,23
79492,Kompanija1,103515,Kompanija1,2020-12-31 20:47,327
83269,Kompanija1,43918,Kompanija3,2020-12-31 20:47,3
94309,Kompanija1,53439,Kompanija2,2020-12-31 20:47,4008
99573,Kompanija1,50046,Kompanija1,2020-12-31 20:47,4
79808,Kompanija1,51469,Kompanija1,2020-12-31 20:47,2982
100518,Kompanija1,85628,Kompanija1,2020-12-31 20:47,295
79574,Kompanija1,65802,Kompanija1,2020-12-31 20:47,456
91039,Kompanija1,65880,Kompanija1,2020-12-31 20:47,153
37340,Kompanija2,28846,Kompanija2,2020-12-31 20:48,147
48969,Kompanija2,53523,Kompanija2,2020-12-31 20:48,1
24518,Kompanija2,69523,Kompanija1,2020-12-31 20:48,9
24518,Kompanija2,62116,Kompanija1,2020-12-31 20:48,1614
54047,Kompanija2,440784,2772,2020-12-31 20:48,1243
39946,Kompanija2,39615,Kompanija2,2020-12-31 20:48,143
38346,Kompanija2,95875,Kompanija1,2020-12-31 20:48,258
37767,Kompanija2,68669,Kompanija1,2020-12-31 20:48,132
37767,Kompanija2,49952,Kompanija2,2020-12-31 20:48,113
54083,Kompanija2,62398,Kompanija1,2020-12-31 20:48,1057
42516,Kompanija2,41380,Kompanija2,2020-12-31 20:48,2341
53099,Kompanija2,534455,2011,2020-12-31 20:48,2167
55568,Kompanija2,45928,Kompanija2,2020-12-31 20:48,524
60102,Kompanija2,60928,Kompanija1,2020-12-31 20:48,558
57420,Kompanija2,81157,Kompanija1,2020-12-31 20:48,2182
49594,Kompanija2,61692,Kompanija1,2020-12-31 20:48,64
63643,Kompanija2,48852,Kompanija1,2020-12-31 20:48,309
53895,Kompanija2,62148,Kompanija2,2020-12-31 20:48,87
53895,Kompanija2,86234,Kompanija1,2020-12-31 20:48,4150
47294,Kompanija2,50861,Kompanija1,2020-12-31 20:48,42
51244,Kompanija1,43869,Kompanija2,2020-12-31 20:48,867
48797,Kompanija1,49868,Kompanija1,2020-12-31 20:48,14
52908,Kompanija1,59229,Kompanija1,2020-12-31 20:48,3072
67331,Kompanija1,76467,Kompanija1,2020-12-31 20:48,46
57551,Kompanija1,47940,Kompanija2,2020-12-31 20:48,224
60917,Kompanija1,49646,Kompanija2,2020-12-31 20:48,549
62896,Kompanija1,81821,Kompanija1,2020-12-31 20:48,292
82767,Kompanija1,38018,Kompanija2,2020-12-31 20:48,116
82767,Kompanija1,62453,Kompanija1,2020-12-31 20:48,480
62215,Kompanija1,31920,Kompanija2,2020-12-31 20:48,60
56721,Kompanija1,53470,Kompanija2,2020-12-31 20:48,3
74797,Kompanija1,62453,Kompanija1,2020-12-31 20:48,596
62666,Kompanija1,84543,Kompanija1,2020-12-31 20:48,37
74777,Kompanija1,427443,6013,2020-12-31 20:48,24
80113,Kompanija1,88383,Kompanija1,2020-12-31 20:48,1357
88773,Kompanija1,79833,Kompanija1,2020-12-31 20:48,997
95858,Kompanija1,67331,Kompanija1,2020-12-31 20:48,400
88245,Kompanija1,520314,1604,2020-12-31 20:48,20
85356,Kompanija1,95008,Kompanija1,2020-12-31 20:48,3638
92980,Kompanija1,67144,Kompanija1,2020-12-31 20:48,169
69437,Kompanija1,30950,Kompanija2,2020-12-31 20:48,32
72445,Kompanija1,75576,Kompanija1,2020-12-31 20:48,439
85021,Kompanija1,88245,Kompanija1,2020-12-31 20:48,111
85021,Kompanija1,100504,Kompanija1,2020-12-31 20:48,593
83269,Kompanija1,50922,Kompanija1,2020-12-31 20:48,64
74573,Kompanija1,31571,Kompanija2,2020-12-31 20:48,1060
78493,Kompanija1,55391,Kompanija2,2020-12-31 20:48,132
102693,Kompanija1,38358,Kompanija2,2020-12-31 20:48,776
79039,Kompanija1,43367,Kompanija1,2020-12-31 20:48,712
88383,Kompanija1,53215,Kompanija1,2020-12-31 20:48,73
87671,Kompanija1,41910,Kompanija1,2020-12-31 20:48,14
35930,Kompanija2,79808,Kompanija1,2020-12-31 20:49,336
38358,Kompanija2,45839,Kompanija2,2020-12-31 20:49,278
38285,Kompanija2,57065,Kompanija2,2020-12-31 20:49,366
33032,Kompanija2,44623,Kompanija2,2020-12-31 20:49,259
35402,Kompanija2,46646,Kompanija1,2020-12-31 20:49,349
57266,Kompanija2,42213,Kompanija2,2020-12-31 20:49,972
37767,Kompanija2,58043,Kompanija1,2020-12-31 20:49,547
44623,Kompanija2,57776,Kompanija1,2020-12-31 20:49,354
54083,Kompanija2,98755,Kompanija1,2020-12-31 20:49,176
39908,Kompanija2,48324,Kompanija2,2020-12-31 20:49,126
39908,Kompanija2,69808,Kompanija1,2020-12-31 20:49,16
41893,Kompanija2,49646,Kompanija2,2020-12-31 20:49,1540
35130,Kompanija2,57078,Kompanija1,2020-12-31 20:49,242
59224,Kompanija2,76444,Kompanija1,2020-12-31 20:49,9
44272,Kompanija2,45367,Kompanija2,2020-12-31 20:49,3364
56796,Kompanija2,76444,Kompanija1,2020-12-31 20:49,674
40233,Kompanija2,36884,Kompanija2,2020-12-31 20:49,2347
41413,Kompanija2,45504,Kompanija2,2020-12-31 20:49,71
56295,Kompanija2,48324,Kompanija2,2020-12-31 20:49,201
51411,Kompanija2,50292,Kompanija1,2020-12-31 20:49,3293
39728,Kompanija1,70866,Kompanija1,2020-12-31 20:49,877
52809,Kompanija1,48324,Kompanija2,2020-12-31 20:49,27
51177,Kompanija1,45703,Kompanija2,2020-12-31 20:49,2529
52707,Kompanija1,52745,Kompanija1,2020-12-31 20:49,2108
47882,Kompanija1,92305,Kompanija1,2020-12-31 20:49,0
47882,Kompanija1,47665,Kompanija2,2020-12-31 20:49,295
52365,Kompanija1,72688,Kompanija1,2020-12-31 20:49,64
61422,Kompanija1,52355,Kompanija2,2020-12-31 20:49,495
65833,Kompanija1,30560,Kompanija2,2020-12-31 20:49,440
55860,Kompanija1,484519,31685,2020-12-31 20:49,983
44138,Kompanija1,101763,Kompanija1,2020-12-31 20:49,23
61767,Kompanija1,91476,Kompanija1,2020-12-31 20:49,646
50981,Kompanija1,54670,Kompanija2,2020-12-31 20:49,2712
71167,Kompanija1,83326,Kompanija1,2020-12-31 20:49,102
57551,Kompanija1,63643,Kompanija2,2020-12-31 20:49,110
60917,Kompanija1,74797,Kompanija1,2020-12-31 20:49,999
68965,Kompanija1,74819,Kompanija1,2020-12-31 20:49,31
50046,Kompanija1,51103,Kompanija2,2020-12-31 20:49,1196
56041,Kompanija1,435642,4074,2020-12-31 20:49,554
60299,Kompanija1,70981,Kompanija1,2020-12-31 20:49,415
60299,Kompanija1,64005,Kompanija1,2020-12-31 20:49,240
60807,Kompanija1,57065,Kompanija2,2020-12-31 20:49,950
72495,Kompanija1,87152,Kompanija1,2020-12-31 20:49,286
62017,Kompanija1,75684,Kompanija1,2020-12-31 20:49,9
77676,Kompanija1,80803,Kompanija1,2020-12-31 20:49,357
82767,Kompanija1,67349,Kompanija1,2020-12-31 20:49,1
60907,Kompanija1,56179,Kompanija1,2020-12-31 20:49,1659
74777,Kompanija1,24161,Kompanija2,2020-12-31 20:49,111
80968,Kompanija1,489762,9170,2020-12-31 20:49,551
76916,Kompanija1,46468,Kompanija2,2020-12-31 20:49,25
80133,Kompanija1,54203,Kompanija1,2020-12-31 20:49,19
86991,Kompanija1,80464,Kompanija1,2020-12-31 20:49,71
73931,Kompanija1,108024,Kompanija1,2020-12-31 20:49,161
77023,Kompanija1,100504,Kompanija1,2020-12-31 20:49,1638
78892,Kompanija1,41790,Kompanija2,2020-12-31 20:49,174
74897,Kompanija1,46139,Kompanija1,2020-12-31 20:49,46
83059,Kompanija1,59629,Kompanija2,2020-12-31 20:49,14
81518,Kompanija1,66691,Kompanija1,2020-12-31 20:49,235
91476,Kompanija1,69063,Kompanija1,2020-12-31 20:49,2078
79905,Kompanija1,44142,Kompanija2,2020-12-31 20:49,509
99573,Kompanija1,42371,Kompanija2,2020-12-31 20:49,2882
79395,Kompanija1,54506,Kompanija2,2020-12-31 20:49,3498
82226,Kompanija1,59576,Kompanija1,2020-12-31 20:49,3051
100599,Kompanija1,40676,Kompanija2,2020-12-31 20:49,41
84467,Kompanija1,41640,Kompanija1,2020-12-31 20:49,0
83326,Kompanija1,71167,Kompanija1,2020-12-31 20:49,761
81277,Kompanija1,62789,Kompanija1,2020-12-31 20:49,73
103515,Kompanija1,405981,7861,2020-12-31 20:49,242
79574,Kompanija1,443272,9377,2020-12-31 20:49,1301
91039,Kompanija1,108024,Kompanija1,2020-12-31 20:49,777
45450,Kompanija3,64618,Kompanija1,2020-12-31 20:50,41
34661,Kompanija2,56425,Kompanija1,2020-12-31 20:50,63
43869,Kompanija2,55061,Kompanija1,2020-12-31 20:50,4
40733,Kompanija2,38285,Kompanija2,2020-12-31 20:50,668
26611,Kompanija2,50584,Kompanija2,2020-12-31 20:50,66
25864,Kompanija2,97394,Kompanija1,2020-12-31 20:50,66
32095,Kompanija2,62323,Kompanija1,2020-12-31 20:50,654
43810,Kompanija2,51327,Kompanija2,2020-12-31 20:50,9
43810,Kompanija2,503589,9194,2020-12-31 20:50,24
27301,Kompanija2,52623,Kompanija1,2020-12-31 20:50,582
29410,Kompanija2,82368,Kompanija1,2020-12-31 20:50,2
54909,Kompanija2,43741,Kompanija2,2020-12-31 20:50,216
41610,Kompanija2,35402,Kompanija2,2020-12-31 20:50,264
45237,Kompanija2,73172,Kompanija1,2020-12-31 20:50,133
37324,Kompanija2,52277,Kompanija1,2020-12-31 20:50,834
36052,Kompanija2,56236,Kompanija1,2020-12-31 20:50,1961
44358,Kompanija2,62701,Kompanija1,2020-12-31 20:50,1530
44358,Kompanija2,47888,Kompanija3,2020-12-31 20:50,15
43741,Kompanija2,24518,Kompanija2,2020-12-31 20:50,250
36893,Kompanija2,45571,Kompanija1,2020-12-31 20:50,353
49509,Kompanija2,71940,Kompanija1,2020-12-31 20:50,140
47132,Kompanija2,59764,Kompanija2,2020-12-31 20:50,1025
47132,Kompanija2,82742,Kompanija1,2020-12-31 20:50,130
56295,Kompanija2,99879,Kompanija1,2020-12-31 20:50,301
64011,Kompanija1,101644,Kompanija1,2020-12-31 20:50,1
58497,Kompanija1,96131,Kompanija1,2020-12-31 20:50,350
53228,Kompanija1,74573,Kompanija1,2020-12-31 20:50,153
52127,Kompanija1,53215,Kompanija1,2020-12-31 20:50,125
66691,Kompanija1,50487,Kompanija2,2020-12-31 20:50,81
42833,Kompanija1,108136,Kompanija1,2020-12-31 20:50,1614
48068,Kompanija1,79039,Kompanija1,2020-12-31 20:50,27
66508,Kompanija1,59297,Kompanija1,2020-12-31 20:50,701
53802,Kompanija1,36302,Kompanija2,2020-12-31 20:50,1919
53802,Kompanija1,43869,Kompanija2,2020-12-31 20:50,6
68084,Kompanija1,66432,Kompanija1,2020-12-31 20:50,234
68760,Kompanija1,82226,Kompanija1,2020-12-31 20:50,562
62116,Kompanija1,83202,Kompanija1,2020-12-31 20:50,45
87193,Kompanija1,68965,Kompanija1,2020-12-31 20:50,1038
63141,Kompanija1,61887,Kompanija2,2020-12-31 20:50,892
70438,Kompanija1,84258,Kompanija1,2020-12-31 20:50,1151
85675,Kompanija1,30646,Kompanija2,2020-12-31 20:50,129
65880,Kompanija1,58729,Kompanija2,2020-12-31 20:50,849
63576,Kompanija1,67700,Kompanija1,2020-12-31 20:50,244
73984,Kompanija1,35130,Kompanija2,2020-12-31 20:50,114
89270,Kompanija1,38931,Kompanija2,2020-12-31 20:50,526
88773,Kompanija1,30646,Kompanija2,2020-12-31 20:50,1836
75010,Kompanija1,83411,Kompanija1,2020-12-31 20:50,12
70414,Kompanija1,92955,Kompanija1,2020-12-31 20:50,1571
69437,Kompanija1,56787,Kompanija1,2020-12-31 20:50,51
72445,Kompanija1,56358,Kompanija1,2020-12-31 20:50,268
98602,Kompanija1,24161,Kompanija2,2020-12-31 20:50,119
101644,Kompanija1,44901,Kompanija1,2020-12-31 20:50,550
73363,Kompanija1,67700,Kompanija1,2020-12-31 20:50,66
93586,Kompanija1,48348,Kompanija2,2020-12-31 20:50,508
91039,Kompanija1,35930,Kompanija2,2020-12-31 20:50,163
39767,Kompanija2,529682,7401,2020-12-31 20:51,797
45572,Kompanija2,25667,Kompanija2,2020-12-31 20:51,47
38358,Kompanija2,39946,Kompanija2,2020-12-31 20:51,76
45839,Kompanija2,31920,Kompanija2,2020-12-31 20:51,21
45437,Kompanija2,31815,Kompanija2,2020-12-31 20:51,15
31920,Kompanija2,45758,Kompanija2,2020-12-31 20:51,149
42908,Kompanija2,63349,Kompanija1,2020-12-31 20:51,494
27496,Kompanija2,105881,Kompanija1,2020-12-31 20:51,17
51103,Kompanija2,38285,Kompanija2,2020-12-31 20:51,34
39615,Kompanija2,42507,Kompanija2,2020-12-31 20:51,24
55038,Kompanija2,87022,Kompanija1,2020-12-31 20:51,8
35952,Kompanija2,85021,Kompanija1,2020-12-31 20:51,0
54083,Kompanija2,29808,Kompanija2,2020-12-31 20:51,655
36657,Kompanija2,28736,Kompanija2,2020-12-31 20:51,77
38466,Kompanija2,77835,Kompanija1,2020-12-31 20:51,112
55568,Kompanija2,62789,Kompanija1,2020-12-31 20:51,588
45504,Kompanija2,97549,Kompanija1,2020-12-31 20:51,937
35656,Kompanija2,85160,Kompanija1,2020-12-31 20:51,335
51327,Kompanija2,32728,Kompanija2,2020-12-31 20:51,2
55391,Kompanija2,48046,Kompanija2,2020-12-31 20:51,5
43911,Kompanija2,33367,Kompanija2,2020-12-31 20:51,31
58497,Kompanija1,43619,Kompanija2,2020-12-31 20:51,1201
60319,Kompanija1,40233,Kompanija2,2020-12-31 20:51,329
62453,Kompanija1,37415,Kompanija2,2020-12-31 20:51,6690
60622,Kompanija1,37415,Kompanija2,2020-12-31 20:51,232
48068,Kompanija1,26756,Kompanija2,2020-12-31 20:51,660
66133,Kompanija1,83078,Kompanija1,2020-12-31 20:51,3
56611,Kompanija1,74573,Kompanija1,2020-12-31 20:51,893
52686,Kompanija1,32728,Kompanija2,2020-12-31 20:51,421
61767,Kompanija1,84004,Kompanija1,2020-12-31 20:51,859
70649,Kompanija1,82742,Kompanija1,2020-12-31 20:51,746
49423,Kompanija1,77862,Kompanija1,2020-12-31 20:51,263
71181,Kompanija1,92953,Kompanija1,2020-12-31 20:51,6
69808,Kompanija1,69063,Kompanija1,2020-12-31 20:51,1237
62017,Kompanija1,85160,Kompanija1,2020-12-31 20:51,240
60910,Kompanija1,86697,Kompanija1,2020-12-31 20:51,2672
82767,Kompanija1,83454,Kompanija1,2020-12-31 20:51,672
70420,Kompanija1,98517,Kompanija1,2020-12-31 20:51,38
66833,Kompanija1,56266,Kompanija1,2020-12-31 20:51,31
84034,Kompanija1,40676,Kompanija2,2020-12-31 20:51,9
88655,Kompanija1,42798,Kompanija1,2020-12-31 20:51,56
80004,Kompanija1,41649,Kompanija2,2020-12-31 20:51,1958
80133,Kompanija1,53029,Kompanija2,2020-12-31 20:51,2
80133,Kompanija1,56041,Kompanija1,2020-12-31 20:51,7
76444,Kompanija1,35578,Kompanija2,2020-12-31 20:51,2449
81641,Kompanija1,67484,Kompanija1,2020-12-31 20:51,16
81641,Kompanija1,48797,Kompanija1,2020-12-31 20:51,43
89142,Kompanija1,70866,Kompanija1,2020-12-31 20:51,69
77635,Kompanija1,75244,Kompanija1,2020-12-31 20:51,310
74897,Kompanija1,45571,Kompanija1,2020-12-31 20:51,963
92343,Kompanija1,70414,Kompanija1,2020-12-31 20:51,46
77506,Kompanija1,21396,Kompanija2,2020-12-31 20:51,308
81518,Kompanija1,49423,Kompanija1,2020-12-31 20:51,118
81518,Kompanija1,53348,Kompanija2,2020-12-31 20:51,6
82056,Kompanija1,44060,Kompanija1,2020-12-31 20:51,710
85274,Kompanija1,24518,Kompanija2,2020-12-31 20:51,1463
75673,Kompanija1,55702,Kompanija2,2020-12-31 20:51,21
75673,Kompanija1,55702,Kompanija2,2020-12-31 20:51,39
101559,Kompanija1,57901,Kompanija1,2020-12-31 20:51,552
85415,Kompanija1,51487,Kompanija2,2020-12-31 20:51,107
79574,Kompanija1,55778,Kompanija2,2020-12-31 20:51,3060
79574,Kompanija1,53895,Kompanija2,2020-12-31 20:51,241
33555,Kompanija2,81157,Kompanija1,2020-12-31 20:52,5
33555,Kompanija2,49007,Kompanija2,2020-12-31 20:52,174
34596,Kompanija2,85138,Kompanija1,2020-12-31 20:52,483
29849,Kompanija2,38358,Kompanija2,2020-12-31 20:52,3583
29342,Kompanija2,55293,Kompanija1,2020-12-31 20:52,0
33722,Kompanija2,87109,Kompanija1,2020-12-31 20:52,27
35955,Kompanija2,48852,Kompanija1,2020-12-31 20:52,51
33494,Kompanija2,32191,Kompanija2,2020-12-31 20:52,191
57771,Kompanija2,48324,Kompanija2,2020-12-31 20:52,14
40561,Kompanija2,60944,Kompanija2,2020-12-31 20:52,200
47665,Kompanija2,87022,Kompanija1,2020-12-31 20:52,786
57798,Kompanija2,41910,Kompanija1,2020-12-31 20:52,7
41281,Kompanija2,66833,Kompanija1,2020-12-31 20:52,39
41281,Kompanija2,77703,Kompanija1,2020-12-31 20:52,29
56295,Kompanija2,28766,Kompanija2,2020-12-31 20:52,169
52809,Kompanija1,51444,Kompanija2,2020-12-31 20:52,63
52365,Kompanija1,27612,Kompanija2,2020-12-31 20:52,463
67561,Kompanija1,31738,Kompanija2,2020-12-31 20:52,1146
