Caller id,Caller company,Receiver id,Receiver company,Timestamp,Duration s.
90127,Kompanija1,79905,Kompanija1,2020-12-04 11:18,0
82673,Kompanija1,73312,Kompanija1,2020-12-04 11:19,1031
89270,Kompanija1,59224,Kompanija2,2020-12-04 11:20,448
54219,Kompanija1,93586,Kompanija1,2020-12-04 11:22,0
73054,Kompanija1,52623,Kompanija1,2020-12-04 11:23,5
76198,Kompanija1,100105,Kompanija1,2020-12-04 11:23,3
79722,Kompanija1,88383,Kompanija1,2020-12-04 11:26,424
62364,Kompanija1,24825,Kompanija3,2020-12-04 11:27,0
33769,Kompanija3,77995,Kompanija1,2020-12-04 11:32,1805
53249,Kompanija2,62295,Kompanija1,2020-12-04 11:35,1303
81277,Kompanija1,49868,Kompanija1,2020-12-04 11:39,88
77634,Kompanija1,53314,Kompanija2,2020-12-04 11:40,126
46766,Kompanija1,60438,Kompanija1,2020-12-04 11:43,0
67349,Kompanija1,82391,Kompanija1,2020-12-04 11:46,1342
73984,Kompanija1,57470,Kompanija1,2020-12-04 11:46,206
42968,Kompanija3,71267,Kompanija1,2020-12-04 11:47,640
71174,Kompanija1,66691,Kompanija1,2020-12-04 11:50,47
82767,Kompanija1,427443,125110,2020-12-04 11:50,2229
65361,Kompanija2,49877,Kompanija1,2020-12-04 11:57,0
61772,Kompanija1,60910,Kompanija1,2020-12-04 11:57,466
42516,Kompanija2,85485,Kompanija1,2020-12-04 12:00,0
63148,Kompanija2,24518,Kompanija3,2020-12-04 12:02,0
38018,Kompanija2,83739,Kompanija1,2020-12-04 12:03,729
72495,Kompanija1,89270,Kompanija1,2020-12-04 12:03,257
98379,Kompanija1,59313,Kompanija1,2020-12-04 12:03,0
94568,Kompanija1,49509,Kompanija2,2020-12-04 12:13,2
33722,Kompanija2,78892,Kompanija1,2020-12-04 12:19,616
57776,Kompanija1,58053,Kompanija1,2020-12-04 12:23,0
66691,Kompanija1,35120,Kompanija3,2020-12-04 12:25,652
100518,Kompanija1,47497,Kompanija2,2020-12-04 12:25,632
51244,Kompanija1,40676,Kompanija2,2020-12-04 12:33,0
43477,Kompanija2,98517,Kompanija1,2020-12-04 12:34,3
73984,Kompanija1,46593,Kompanija2,2020-12-04 12:36,0
73180,Kompanija1,81159,Kompanija1,2020-12-04 12:36,677
85415,Kompanija1,87796,Kompanija1,2020-12-04 12:36,1411
43477,Kompanija2,98517,Kompanija1,2020-12-04 12:37,15
83095,Kompanija1,96285,Kompanija1,2020-12-04 12:40,0
94655,Kompanija1,50487,Kompanija2,2020-12-04 12:42,779
49509,Kompanija2,98517,Kompanija1,2020-12-04 12:51,729
84922,Kompanija1,61451,Kompanija1,2020-12-04 12:55,0
66583,Kompanija1,52365,Kompanija1,2020-12-04 12:59,0
71646,Kompanija1,59576,Kompanija1,2020-12-04 13:06,616
57776,Kompanija1,51284,Kompanija1,2020-12-04 13:09,3
67102,Kompanija1,61439,Kompanija1,2020-12-04 13:15,0
35486,Kompanija2,42968,Kompanija3,2020-12-04 13:19,0
78953,Kompanija1,53675,Kompanija3,2020-12-04 13:20,0
70414,Kompanija1,85763,Kompanija1,2020-12-04 13:22,729
38842,Kompanija3,70300,Kompanija1,2020-12-04 13:35,346
43477,Kompanija2,77919,Kompanija1,2020-12-04 13:36,0
89297,Kompanija1,103655,Kompanija1,2020-12-04 13:36,0
75136,Kompanija1,29410,Kompanija2,2020-12-04 13:42,0
77403,Kompanija1,73223,Kompanija1,2020-12-04 13:51,0
89326,Kompanija1,470302,465577,2020-12-04 13:53,88
68965,Kompanija1,54952,Kompanija1,2020-12-04 13:54,729
68097,Kompanija1,540463,80610,2020-12-04 14:02,441
57446,Kompanija2,49509,Kompanija2,2020-12-04 14:03,1303
90752,Kompanija1,75168,Kompanija1,2020-12-04 14:04,18
51614,Kompanija2,57976,Kompanija1,2020-12-04 14:05,55
76490,Kompanija1,79836,Kompanija1,2020-12-04 14:06,1735
34165,Kompanija2,40955,Kompanija3,2020-12-04 14:07,55
79706,Kompanija1,59629,Kompanija2,2020-12-04 14:07,1105
46177,Kompanija2,23992,Kompanija3,2020-12-04 14:10,0
26561,Kompanija3,38744,Kompanija2,2020-12-04 14:11,0
68965,Kompanija1,88383,Kompanija1,2020-12-04 14:11,0
89270,Kompanija1,40585,Kompanija2,2020-12-04 14:13,4
30183,Kompanija3,438520,916821,2020-12-04 14:14,541
81877,Kompanija1,432879,240397,2020-12-04 14:18,0
71646,Kompanija1,66733,Kompanija1,2020-12-04 14:21,820
32191,Kompanija2,48046,Kompanija3,2020-12-04 14:22,0
53249,Kompanija2,88383,Kompanija1,2020-12-04 14:22,2615
52731,Kompanija2,93709,Kompanija1,2020-12-04 14:22,448
76023,Kompanija1,58539,Kompanija2,2020-12-04 14:25,50
34527,Kompanija2,101559,Kompanija1,2020-12-04 14:26,0
68084,Kompanija1,58661,Kompanija2,2020-12-04 14:28,0
79574,Kompanija1,51559,Kompanija1,2020-12-04 14:32,15
62701,Kompanija1,84031,Kompanija1,2020-12-04 14:34,0
68084,Kompanija1,58661,Kompanija2,2020-12-04 14:34,448
71646,Kompanija1,87505,Kompanija1,2020-12-04 14:37,1858
43869,Kompanija3,61569,Kompanija1,2020-12-04 14:38,0
65198,Kompanija1,67144,Kompanija1,2020-12-04 14:43,0
70414,Kompanija1,44142,Kompanija3,2020-12-04 14:44,0
63719,Kompanija2,39598,Kompanija2,2020-12-04 14:48,1592
58384,Kompanija1,48852,Kompanija1,2020-12-04 14:48,6
57710,Kompanija2,45237,Kompanija2,2020-12-04 14:52,0
67102,Kompanija1,42549,Kompanija2,2020-12-04 14:52,616
77634,Kompanija1,59313,Kompanija1,2020-12-04 14:53,60
84922,Kompanija1,23101,Kompanija3,2020-12-04 14:56,13
24161,Kompanija3,62061,Kompanija1,2020-12-04 14:57,0
49868,Kompanija1,76882,Kompanija1,2020-12-04 14:58,159
53379,Kompanija1,25864,Kompanija3,2020-12-04 14:59,466
56297,Kompanija1,51444,Kompanija3,2020-12-04 15:00,1
65510,Kompanija1,82226,Kompanija1,2020-12-04 15:00,0
58729,Kompanija2,98979,Kompanija1,2020-12-04 15:01,441
68084,Kompanija1,52530,Kompanija2,2020-12-04 15:01,0
67102,Kompanija1,63585,Kompanija2,2020-12-04 15:01,257
87049,Kompanija1,489789,415543,2020-12-04 15:03,18
60319,Kompanija1,40585,Kompanija2,2020-12-04 15:05,1794
90127,Kompanija1,61836,Kompanija1,2020-12-04 15:09,0
85021,Kompanija1,53055,Kompanija2,2020-12-04 15:10,13
50765,Kompanija2,31451,Kompanija3,2020-12-04 15:11,40
80548,Kompanija1,73640,Kompanija1,2020-12-04 15:11,0
85160,Kompanija1,67711,Kompanija1,2020-12-04 15:17,652
32191,Kompanija2,63489,Kompanija1,2020-12-04 15:20,640
52731,Kompanija2,42968,Kompanija3,2020-12-04 15:21,386
28956,Kompanija3,65108,Kompanija1,2020-12-04 15:23,0
36893,Kompanija2,94172,Kompanija1,2020-12-04 15:24,640
66508,Kompanija1,40561,Kompanija2,2020-12-04 15:24,1805
79836,Kompanija1,84346,Kompanija1,2020-12-04 15:24,206
67102,Kompanija1,48046,Kompanija3,2020-12-04 15:26,0
77506,Kompanija1,82739,Kompanija1,2020-12-04 15:26,0
39598,Kompanija2,51103,Kompanija2,2020-12-04 15:27,0
76198,Kompanija1,81288,Kompanija1,2020-12-04 15:29,36
89270,Kompanija1,25952,Kompanija3,2020-12-04 15:29,448
66691,Kompanija1,29342,Kompanija3,2020-12-04 15:31,652
87293,Kompanija1,478798,13513,2020-12-04 15:32,0
66418,Kompanija1,37340,Kompanija3,2020-12-04 15:33,518
98867,Kompanija1,41610,Kompanija2,2020-12-04 15:33,677
53802,Kompanija1,443290,652734,2020-12-04 15:35,0
62788,Kompanija1,70866,Kompanija1,2020-12-04 15:37,0
84922,Kompanija1,61766,Kompanija1,2020-12-04 15:37,0
93709,Kompanija1,63585,Kompanija2,2020-12-04 15:37,677
51469,Kompanija2,60477,Kompanija1,2020-12-04 15:39,0
63091,Kompanija2,75136,Kompanija1,2020-12-04 15:40,1105
87796,Kompanija1,30385,Kompanija2,2020-12-04 15:40,779
48352,Kompanija3,60910,Kompanija1,2020-12-04 15:41,0
67484,Kompanija1,48116,Kompanija3,2020-12-04 15:41,1858
66544,Kompanija1,72034,Kompanija1,2020-12-04 15:41,18
65716,Kompanija1,81288,Kompanija1,2020-12-04 15:41,0
74819,Kompanija1,76023,Kompanija1,2020-12-04 15:43,640
51439,Kompanija1,85485,Kompanija1,2020-12-04 15:46,0
60864,Kompanija2,65716,Kompanija1,2020-12-04 15:47,466
83095,Kompanija1,50251,Kompanija2,2020-12-04 15:48,50
67211,Kompanija1,56316,Kompanija2,2020-12-04 15:49,518
77506,Kompanija1,82739,Kompanija1,2020-12-04 15:49,0
31959,Kompanija2,84304,Kompanija1,2020-12-04 15:53,1735
52809,Kompanija1,454335,708565,2020-12-04 15:53,0
55038,Kompanija2,83095,Kompanija1,2020-12-04 15:54,0
30385,Kompanija2,42414,Kompanija3,2020-12-04 15:57,206
84922,Kompanija1,32696,Kompanija2,2020-12-04 15:58,0
89326,Kompanija1,426576,611062,2020-12-04 15:58,0
52731,Kompanija2,46654,Kompanija2,2020-12-04 15:59,652
57776,Kompanija1,507827,841905,2020-12-04 16:00,180
31571,Kompanija3,53348,Kompanija2,2020-12-04 16:05,278
86991,Kompanija1,51952,Kompanija2,2020-12-04 16:06,147
73054,Kompanija1,43918,Kompanija3,2020-12-04 16:10,0
62148,Kompanija2,30560,Kompanija2,2020-12-04 16:12,4478
51439,Kompanija1,31571,Kompanija3,2020-12-04 16:12,47
68965,Kompanija1,47132,Kompanija2,2020-12-04 16:12,0
95858,Kompanija1,59471,Kompanija2,2020-12-04 16:16,1735
76155,Kompanija1,78658,Kompanija1,2020-12-04 16:16,0
48352,Kompanija3,47429,Kompanija1,2020-12-04 16:17,30
60442,Kompanija1,82673,Kompanija1,2020-12-04 16:21,0
86991,Kompanija1,66432,Kompanija1,2020-12-04 16:23,448
65198,Kompanija1,83739,Kompanija1,2020-12-04 16:25,35
98867,Kompanija1,66508,Kompanija1,2020-12-04 16:26,0
65393,Kompanija1,49546,Kompanija1,2020-12-04 16:29,32
84922,Kompanija1,51952,Kompanija2,2020-12-04 16:31,1303
90217,Kompanija1,70649,Kompanija1,2020-12-04 16:31,145
79836,Kompanija1,74219,Kompanija1,2020-12-04 16:35,0
32191,Kompanija2,60319,Kompanija1,2020-12-04 16:38,889
49594,Kompanija2,49902,Kompanija1,2020-12-04 16:39,441
82368,Kompanija1,54223,Kompanija2,2020-12-04 16:39,122
68084,Kompanija1,52530,Kompanija2,2020-12-04 16:40,592
102846,Kompanija1,74573,Kompanija1,2020-12-04 16:48,159
80548,Kompanija1,51469,Kompanija2,2020-12-04 16:49,3477
49594,Kompanija2,61439,Kompanija1,2020-12-04 16:54,0
67711,Kompanija1,69320,Kompanija1,2020-12-04 16:55,0
41464,Kompanija2,73984,Kompanija1,2020-12-04 16:57,2229
25864,Kompanija3,101244,Kompanija1,2020-12-04 16:59,0
77635,Kompanija1,31815,Kompanija3,2020-12-04 16:59,180
75244,Kompanija1,53215,Kompanija1,2020-12-04 17:00,4
31815,Kompanija3,87671,Kompanija1,2020-12-04 17:02,0
60807,Kompanija1,23577,Kompanija3,2020-12-04 17:03,1031
100105,Kompanija1,44193,Kompanija3,2020-12-04 17:04,616
101735,Kompanija1,60978,Kompanija1,2020-12-04 17:04,3
48121,Kompanija3,84292,Kompanija1,2020-12-04 17:05,0
58661,Kompanija2,49660,Kompanija2,2020-12-04 17:08,1
65393,Kompanija1,55293,Kompanija1,2020-12-04 17:09,0
31571,Kompanija3,477286,582071,2020-12-04 17:13,50
49456,Kompanija1,69893,Kompanija1,2020-12-04 17:14,0
47888,Kompanija3,40955,Kompanija3,2020-12-04 17:16,0
42968,Kompanija3,54670,Kompanija2,2020-12-04 17:16,1342
27301,Kompanija2,44119,Kompanija1,2020-12-04 17:16,310
76198,Kompanija1,41413,Kompanija2,2020-12-04 17:16,1805
63141,Kompanija1,39767,Kompanija3,2020-12-04 17:16,0
46456,Kompanija3,57404,Kompanija2,2020-12-04 17:22,6
83115,Kompanija1,76198,Kompanija1,2020-12-04 17:22,0
86224,Kompanija1,79836,Kompanija1,2020-12-04 17:24,0
77634,Kompanija1,59313,Kompanija1,2020-12-04 17:25,1
46748,Kompanija2,65802,Kompanija1,2020-12-04 17:26,0
28846,Kompanija3,61692,Kompanija1,2020-12-04 17:28,248
66583,Kompanija1,91039,Kompanija1,2020-12-04 17:29,0
78848,Kompanija1,35486,Kompanija2,2020-12-04 17:30,0
75649,Kompanija1,76130,Kompanija1,2020-12-04 17:31,5
29808,Kompanija2,80113,Kompanija1,2020-12-04 17:35,1211
44060,Kompanija1,52018,Kompanija1,2020-12-04 17:35,0
51244,Kompanija1,38018,Kompanija2,2020-12-04 17:35,43
90422,Kompanija1,49952,Kompanija2,2020-12-04 17:35,35
49868,Kompanija1,76882,Kompanija1,2020-12-04 17:37,306
56796,Kompanija2,57901,Kompanija1,2020-12-04 17:38,0
52750,Kompanija1,86546,Kompanija1,2020-12-04 17:39,4
57776,Kompanija1,34005,Kompanija2,2020-12-04 17:40,0
45367,Kompanija3,108024,Kompanija1,2020-12-04 17:41,0
79905,Kompanija1,87796,Kompanija1,2020-12-04 17:42,0
84031,Kompanija1,53215,Kompanija1,2020-12-04 17:44,0
37455,Kompanija2,69037,Kompanija1,2020-12-04 17:46,1263
73984,Kompanija1,43869,Kompanija3,2020-12-04 17:47,441
85021,Kompanija1,59053,Kompanija2,2020-12-04 17:47,652
31815,Kompanija3,53249,Kompanija2,2020-12-04 17:48,346
77944,Kompanija1,54219,Kompanija1,2020-12-04 17:48,0
64860,Kompanija2,32896,Kompanija2,2020-12-04 17:50,182
67211,Kompanija1,82647,Kompanija1,2020-12-04 17:52,346
39615,Kompanija2,63585,Kompanija2,2020-12-04 17:54,1805
62148,Kompanija2,49625,Kompanija2,2020-12-04 17:57,1858
83095,Kompanija1,74797,Kompanija1,2020-12-04 17:58,13
84304,Kompanija1,44758,Kompanija3,2020-12-04 17:59,0
88553,Kompanija1,85675,Kompanija1,2020-12-04 17:59,4478
88245,Kompanija1,33367,Kompanija3,2020-12-04 18:03,7
54047,Kompanija3,60319,Kompanija1,2020-12-04 18:04,1342
37415,Kompanija2,25952,Kompanija3,2020-12-04 18:05,2
57901,Kompanija1,95221,Kompanija1,2020-12-04 18:06,3
31738,Kompanija2,477192,32098,2020-12-04 18:07,43
42414,Kompanija3,80615,Kompanija1,2020-12-04 18:08,729
66544,Kompanija1,78617,Kompanija1,2020-12-04 18:08,95
45703,Kompanija3,73312,Kompanija1,2020-12-04 18:10,38
30950,Kompanija3,34423,Kompanija3,2020-12-04 18:10,225
55061,Kompanija1,54047,Kompanija3,2020-12-04 18:10,50
56001,Kompanija1,50249,Kompanija3,2020-12-04 18:11,680
26561,Kompanija3,77635,Kompanija1,2020-12-04 18:13,0
31879,Kompanija3,531524,606097,2020-12-04 18:15,1445
47888,Kompanija3,88773,Kompanija1,2020-12-04 18:22,616
45040,Kompanija1,60289,Kompanija2,2020-12-04 18:26,66
62896,Kompanija1,70061,Kompanija1,2020-12-04 18:28,677
49509,Kompanija2,49952,Kompanija2,2020-12-04 18:29,182
65810,Kompanija1,48495,Kompanija1,2020-12-04 18:29,338
77995,Kompanija1,45832,Kompanija1,2020-12-04 18:29,0
38842,Kompanija3,95530,Kompanija1,2020-12-04 18:30,0
77944,Kompanija1,61887,Kompanija2,2020-12-04 18:32,0
30183,Kompanija3,79808,Kompanija1,2020-12-04 18:38,0
53215,Kompanija1,84031,Kompanija1,2020-12-04 18:38,6
34527,Kompanija2,33769,Kompanija3,2020-12-04 18:39,1302
57776,Kompanija1,56236,Kompanija1,2020-12-04 18:42,0
33367,Kompanija3,60944,Kompanija2,2020-12-04 18:43,13
50487,Kompanija2,44099,Kompanija2,2020-12-04 18:49,0
29808,Kompanija2,34165,Kompanija2,2020-12-04 18:50,1592
57404,Kompanija2,47132,Kompanija2,2020-12-04 18:51,0
63141,Kompanija1,76550,Kompanija1,2020-12-04 19:00,155
77995,Kompanija1,45832,Kompanija1,2020-12-04 19:00,0
49594,Kompanija2,54952,Kompanija1,2020-12-04 19:03,541
52127,Kompanija1,86234,Kompanija1,2020-12-04 19:03,248
87671,Kompanija1,41999,Kompanija2,2020-12-04 19:06,820
50765,Kompanija2,77835,Kompanija1,2020-12-04 19:07,0
87293,Kompanija1,33769,Kompanija3,2020-12-04 19:09,3477
57776,Kompanija1,54118,Kompanija2,2020-12-04 19:11,18
79833,Kompanija1,56721,Kompanija1,2020-12-04 19:12,441
65514,Kompanija2,57065,Kompanija2,2020-12-04 19:14,346
74797,Kompanija1,79910,Kompanija1,2020-12-04 19:14,0
41910,Kompanija1,82742,Kompanija1,2020-12-04 19:16,677
65198,Kompanija1,67144,Kompanija1,2020-12-04 19:16,180
69063,Kompanija1,53325,Kompanija2,2020-12-04 19:16,159
63141,Kompanija1,44152,Kompanija3,2020-12-04 19:19,0
31920,Kompanija3,99168,Kompanija1,2020-12-04 19:20,0
51614,Kompanija2,73494,Kompanija1,2020-12-04 19:21,1411
42371,Kompanija2,42908,Kompanija2,2020-12-04 19:21,386
63141,Kompanija1,79627,Kompanija1,2020-12-04 19:22,0
56787,Kompanija1,77403,Kompanija1,2020-12-04 19:25,0
39615,Kompanija2,84258,Kompanija1,2020-12-04 19:26,30
43191,Kompanija1,50253,Kompanija3,2020-12-04 19:27,278
76490,Kompanija1,31815,Kompanija3,2020-12-04 19:28,40
36884,Kompanija3,66848,Kompanija2,2020-12-04 19:32,248
42534,Kompanija1,40978,Kompanija2,2020-12-04 19:32,2615
76490,Kompanija1,54223,Kompanija2,2020-12-04 19:32,3
50765,Kompanija2,91476,Kompanija1,2020-12-04 19:33,43
31571,Kompanija3,39946,Kompanija2,2020-12-04 19:34,36
23101,Kompanija3,80133,Kompanija1,2020-12-04 19:35,182
56938,Kompanija1,80548,Kompanija1,2020-12-04 19:35,1985
98867,Kompanija1,65361,Kompanija2,2020-12-04 19:36,338
49007,Kompanija2,51614,Kompanija2,2020-12-04 19:38,0
41910,Kompanija1,50251,Kompanija2,2020-12-04 19:38,306
71646,Kompanija1,49509,Kompanija2,2020-12-04 19:38,48
58850,Kompanija1,84292,Kompanija1,2020-12-04 19:40,0
39159,Kompanija2,43869,Kompanija3,2020-12-04 19:43,36
87049,Kompanija1,63501,Kompanija2,2020-12-04 19:43,0
76490,Kompanija1,44142,Kompanija3,2020-12-04 19:44,7
87796,Kompanija1,46081,Kompanija2,2020-12-04 19:46,95
102693,Kompanija1,21396,Kompanija3,2020-12-04 19:46,30
68965,Kompanija1,100105,Kompanija1,2020-12-04 19:47,0
59629,Kompanija2,44099,Kompanija2,2020-12-04 19:48,0
46748,Kompanija2,50251,Kompanija2,2020-12-04 19:49,0
47132,Kompanija2,62116,Kompanija1,2020-12-04 19:52,1
46748,Kompanija2,543267,790101,2020-12-04 20:01,5
55860,Kompanija1,61240,Kompanija2,2020-12-04 20:01,0
66733,Kompanija1,48046,Kompanija3,2020-12-04 20:01,0
70420,Kompanija1,36317,Kompanija2,2020-12-04 20:02,729
37324,Kompanija2,50584,Kompanija2,2020-12-04 20:04,0
39946,Kompanija2,98755,Kompanija1,2020-12-04 20:08,729
65514,Kompanija2,61266,Kompanija1,2020-12-04 20:11,0
85415,Kompanija1,47940,Kompanija2,2020-12-04 20:12,0
49509,Kompanija2,94568,Kompanija1,2020-12-04 20:16,6
57776,Kompanija1,85628,Kompanija1,2020-12-04 20:16,640
63643,Kompanija2,55778,Kompanija2,2020-12-04 20:18,108
81175,Kompanija1,46379,Kompanija2,2020-12-04 20:18,35
42989,Kompanija3,52707,Kompanija1,2020-12-04 20:19,0
75244,Kompanija1,86727,Kompanija1,2020-12-04 20:19,38
62666,Kompanija1,51469,Kompanija2,2020-12-04 20:21,0
86546,Kompanija1,70061,Kompanija1,2020-12-04 20:21,0
38018,Kompanija2,43720,Kompanija2,2020-12-04 20:31,0
64011,Kompanija1,89736,Kompanija1,2020-12-04 20:31,66
84922,Kompanija1,82035,Kompanija1,2020-12-04 20:33,640
94309,Kompanija1,42516,Kompanija2,2020-12-04 20:35,257
96131,Kompanija1,43367,Kompanija1,2020-12-04 20:35,88
48352,Kompanija3,43810,Kompanija3,2020-12-04 20:36,640
69002,Kompanija1,24518,Kompanija3,2020-12-04 20:37,0
72914,Kompanija1,72336,Kompanija1,2020-12-04 20:39,1342
45928,Kompanija2,79722,Kompanija1,2020-12-04 20:40,0
50765,Kompanija2,64467,Kompanija2,2020-12-04 20:40,1302
47665,Kompanija2,71726,Kompanija1,2020-12-04 20:41,680
42534,Kompanija1,56236,Kompanija1,2020-12-04 20:41,466
92343,Kompanija1,49709,Kompanija2,2020-12-04 20:41,424
79836,Kompanija1,74219,Kompanija1,2020-12-04 20:43,0
84034,Kompanija1,56938,Kompanija1,2020-12-04 20:44,0
80548,Kompanija1,58983,Kompanija1,2020-12-04 20:45,770
36956,Kompanija3,53306,Kompanija2,2020-12-04 20:48,0
41649,Kompanija2,34889,Kompanija2,2020-12-04 20:52,0
39615,Kompanija2,83739,Kompanija1,2020-12-04 20:57,1794
25864,Kompanija3,77635,Kompanija1,2020-12-04 20:59,50
47888,Kompanija3,71343,Kompanija1,2020-12-04 21:00,0
51411,Kompanija2,67909,Kompanija1,2020-12-04 21:05,541
42833,Kompanija1,79836,Kompanija1,2020-12-04 21:18,0
69002,Kompanija1,103022,Kompanija1,2020-12-04 21:19,214
66544,Kompanija1,85356,Kompanija1,2020-12-04 21:20,0
69523,Kompanija1,51826,Kompanija1,2020-12-04 21:24,306
75010,Kompanija1,30560,Kompanija2,2020-12-04 21:28,1411
89297,Kompanija1,45820,Kompanija1,2020-12-04 21:31,1411
86224,Kompanija1,79836,Kompanija1,2020-12-04 21:32,278
87796,Kompanija1,30385,Kompanija2,2020-12-04 21:35,0
28585,Kompanija3,83095,Kompanija1,2020-12-04 21:36,820
63148,Kompanija2,34596,Kompanija3,2020-12-04 21:40,1031
66089,Kompanija2,51469,Kompanija2,2020-12-04 21:41,1037
70649,Kompanija1,74921,Kompanija1,2020-12-04 21:49,47
75136,Kompanija1,88655,Kompanija1,2020-12-04 21:51,0
33494,Kompanija2,57103,Kompanija2,2020-12-04 21:55,424
58661,Kompanija2,461462,740580,2020-12-04 21:56,180
31959,Kompanija2,56904,Kompanija2,2020-12-04 22:03,15
70981,Kompanija1,35345,Kompanija2,2020-12-04 22:07,36
51469,Kompanija2,51327,Kompanija2,2020-12-04 22:13,0
68084,Kompanija1,26561,Kompanija3,2020-12-04 22:18,533
74819,Kompanija1,76023,Kompanija1,2020-12-04 22:20,1411
45367,Kompanija3,86317,Kompanija1,2020-12-04 22:22,47
76198,Kompanija1,75726,Kompanija1,2020-12-04 22:25,1716
84188,Kompanija1,40288,Kompanija2,2020-12-04 22:26,0
43869,Kompanija3,90422,Kompanija1,2020-12-04 22:38,0
94309,Kompanija1,46766,Kompanija1,2020-12-04 22:43,126
43869,Kompanija3,45504,Kompanija2,2020-12-04 22:47,2615
94568,Kompanija1,60078,Kompanija1,2020-12-04 22:55,351
53314,Kompanija2,50046,Kompanija1,2020-12-05 04:36,1985
75609,Kompanija1,51826,Kompanija1,2020-12-05 07:17,1342
54952,Kompanija1,52127,Kompanija1,2020-12-05 07:21,145
48352,Kompanija3,73563,Kompanija1,2020-12-05 07:42,1592
100518,Kompanija1,79905,Kompanija1,2020-12-05 08:02,1992
60853,Kompanija1,57798,Kompanija2,2020-12-05 08:08,2
38358,Kompanija3,52051,Kompanija1,2020-12-05 08:12,0
44758,Kompanija3,65833,Kompanija1,2020-12-05 08:16,43
70169,Kompanija1,82035,Kompanija1,2020-12-05 08:19,0
75136,Kompanija1,44099,Kompanija2,2020-12-05 08:32,0
58053,Kompanija1,36884,Kompanija3,2020-12-05 08:39,0
59199,Kompanija2,57404,Kompanija2,2020-12-05 08:45,592
42370,Kompanija3,83447,Kompanija1,2020-12-05 08:47,729
47132,Kompanija2,98517,Kompanija1,2020-12-05 08:49,1592
41649,Kompanija2,25864,Kompanija3,2020-12-05 08:54,0
43477,Kompanija2,98517,Kompanija1,2020-12-05 08:54,770
39159,Kompanija2,75609,Kompanija1,2020-12-05 09:00,1
65510,Kompanija1,524867,721182,2020-12-05 09:02,0
52365,Kompanija1,36265,Kompanija2,2020-12-05 09:18,1411
70981,Kompanija1,68669,Kompanija1,2020-12-05 09:19,351
56041,Kompanija1,83483,Kompanija1,2020-12-05 09:25,889
54940,Kompanija2,67711,Kompanija1,2020-12-05 09:31,1342
77506,Kompanija1,82739,Kompanija1,2020-12-05 09:40,1105
90217,Kompanija1,80548,Kompanija1,2020-12-05 09:45,0
67144,Kompanija1,50523,Kompanija2,2020-12-05 10:03,30
68097,Kompanija1,34165,Kompanija2,2020-12-05 10:04,15
85021,Kompanija1,56266,Kompanija1,2020-12-05 10:09,0
51453,Kompanija1,31959,Kompanija2,2020-12-05 10:11,2
